OBJECTID,location_name,elevation,longitude,latitude,geom,element,precip_year,precip_month,time_,day1,day2,day3,day4,day5,day6,day7,day8,day9,day10,day11,day12,day13,day14,day15,day16,day17,day18,day19,day20,day21,day22,day23,day24,day25,day26,day27,day28,day29,day30,day31
118,Dertu Liben,1991,38.1232,8.97,point,PRECIP,1986,04,09:00,3.8,1.5,4.2,52,4.2,10.2,0,0,0,8.4,0,0,0,0,0,0,0,0,0,23.5,0,8.5,7.2,0,53.5,0,0,0,0,20.2,
119,Dertu Liben,1991,38.1232,8.97,point,PRECIP,1986,05,09:00,1.5,0,0,0,23.5,8,0,0,0,21,0,0,0,7.5,2.4,0,0,0,0,13.5,0,0,0,0,0,0,0,0,0,0,0
120,Dertu Liben,1991,38.1232,8.97,point,PRECIP,1986,06,09:00,0.4,0,8.5,0,11,0,0,0,0,2.5,5.2,22,0,0,32,0,17.3,45.8,0,0,16.3,5,0,7.3,0,7.8,0,9.2,13.4,2.5,
121,Dertu Liben,1991,38.1232,8.97,point,PRECIP,1986,07,09:00,0,3.4,0,0,4,5.8,0,0,0,0,0,0,0,0,2,0,0,0,12,11.8,4.3,0,18.5,0,2,0,18.5,0,4.5,0,0
122,Dertu Liben,1991,38.1232,8.97,point,PRECIP,1986,08,09:00,0,4,8.5,7.5,10.2,0,0,4.5,11.2,3.4,0,0,6.5,4.4,0,8.2,7.3,0,29,6.7,10.2,0,0,0,0,0,0,0,5.1,9.4,21.3
123,Dertu Liben,1991,38.1232,8.97,point,PRECIP,1986,09,09:00,0,0,3,11,26.4,0,0,9.3,5.3,0,0,10.2,0,28,0,2.8,0,0,0,0,0,5.4,3,0,0,0,0,0,0,2.5,
124,Dertu Liben,1991,38.1232,8.97,point,PRECIP,1986,10,09:00,0,3.1,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0.3,0,0,0,0,0,0,0,0,0
125,Dertu Liben,1991,38.1232,8.97,point,PRECIP,1986,11,09:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
126,Dertu Liben,1991,38.1232,8.97,point,PRECIP,1986,12,09:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,Dilela,2429,38.04083,8.63583,point,PRECIP,1986,01,09:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,2.9
128,Dilela,2429,38.04083,8.63583,point,PRECIP,1986,02,09:00,5.4,0,0,0,0,0,5.3,0,0,0,0,0,0,4.8,0,10.2,0,0,0,0,0,0,6.7,0,0,0,5.4,1.3,,,
129,Dilela,2429,38.04083,8.63583,point,PRECIP,1986,03,09:00,0,16.6,0,0,4.1,0,0,0,0,0,0,0,0,0,0,2.3,0,28.3,9.6,5.6,0,0,0,0,0,0,0,0,0,0,12.4
130,Dilela,2429,38.04083,8.63583,point,PRECIP,1986,04,09:00,0,9.3,22.1,0,0,0,0,0,0,0,5.8,0,0,4.6,0,0,0,3.2,4.8,0,0,0,0,17.2,0,0,0,0,0,0,
131,Dilela,2429,38.04083,8.63583,point,PRECIP,1986,05,09:00,0,0,0,3.7,7.7,11.1,0,0,1.1,9.9,0,15.6,7.1,1.1,5.1,0,15.5,0,0,15.1,0,0,0,0,0,15.6,1.4,0,1.5,1.9,0
132,Dilela,2429,38.04083,8.63583,point,PRECIP,1986,06,09:00,0,11.4,0,0,3.9,5.7,5.1,4.4,0,0,0,0,7.8,8.7,7.5,0,8.4,4.9,0,3.2,1.3,11.7,11.8,0,5.6,23.8,2.4,17.8,1.3,7.2,
133,Dilela,2429,38.04083,8.63583,point,PRECIP,1986,07,09:00,3.1,5.2,11.5,0,0,11.9,0,3.2,5.3,0,28.2,13.5,11.2,0,2.8,0,0,0,0,12.7,25.4,3.3,1.4,3.5,15.9,6.3,21.1,2.7,3.2,0,9.3
134,Dilela,2429,38.04083,8.63583,point,PRECIP,1986,08,09:00,0,0,23.3,0,0,3.5,9.8,4.2,0,1.8,9.9,0,6.8,9.3,6.9,11.1,2.7,10.7,4.7,1.9,9.1,0,0,8.3,4.2,9.7,5.2,11.2,6.2,1.9,5.3
135,Dilela,2429,38.04083,8.63583,point,PRECIP,1986,09,09:00,0,2.5,2.9,0,4.8,11.9,5.5,3.9,0,0,0,12.2,0,5.9,11.1,8.9,0,0,5.4,0,0,4.9,0,0,0,0,0,0,2.5,0,
136,Dilela,2429,38.04083,8.63583,point,PRECIP,1986,10,09:00,9.1,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.5,0,0,0,0,0,0,0,0,0,0
137,Dilela,2429,38.04083,8.63583,point,PRECIP,1986,11,09:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
138,Dilela,2429,38.04083,8.63583,point,PRECIP,1986,12,09:00,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,Ejersa Lele,1797,38.686,8.2432,point,PRECIP,1986,01,09:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,Ejersa Lele,1797,38.686,8.2432,point,PRECIP,1986,02,09:00,9,2.2,3,0,0,0,0,0,0,0,0,8.5,0,10,0,0,0,0,3.5,21,0,0,0,0,0,0,0,8.5,,,
141,Ejersa Lele,1797,38.686,8.2432,point,PRECIP,1986,03,09:00,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,Ejersa Lele,1797,38.686,8.2432,point,PRECIP,1986,04,09:00,0,0.5,0,5,0.5,1.2,9.5,3.2,6,0,1.4,0,0,0.5,0,0,0,0,8.5,1.5,1.2,10.8,0,20.2,8.3,7.4,0,0,3,0,
143,Ejersa Lele,1797,38.686,8.2432,point,PRECIP,1986,05,09:00,0,0,0,0.5,0,0,0,0,0,0,0,0,6,0,5.4,0,0,9.5,11.1,4.2,0,0,0,0,0,0,0,4,0,0,0
144,Ejersa Lele,1797,38.686,8.2432,point,PRECIP,1986,06,09:00,0,0,0,0,0,0,0,0,0,6,1.9,0.9,26.5,2,2,0,0,12,6,2.5,1.2,5,5.5,0,0,10.6,0,3.2,0,0,
145,Ejersa Lele,1797,38.686,8.2432,point,PRECIP,1986,07,09:00,7.3,0,4,0,0,5.2,1.1,9.7,0,0,0,6.2,0,0,10.5,4,0,0,18.1,0,17.8,0,0,0.6,3.2,20.6,0,0.5,15,0,0
146,Ejersa Lele,1797,38.686,8.2432,point,PRECIP,1986,08,09:00,0,0,0,2.6,0,0,0,16.2,6.1,6.3,0,0,16,0,0,0,2.3,0,2.2,0,8.4,0,0,2.1,0,0,0,4.2,10,18.6,9.2
147,Ejersa Lele,1797,38.686,8.2432,point,PRECIP,1986,09,09:00,0,0,3,1,6,0.8,11.2,3.3,16,0,0,0,10,10,16,22.7,0.5,0,0,1.5,6.7,0,1,0,0,0,0,0,0,0,
148,Ejersa Lele,1797,38.686,8.2432,point,PRECIP,1986,10,09:00,0,2.2,6,2,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
149,Ejersa Lele,1797,38.686,8.2432,point,PRECIP,1986,12,09:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,Enchini,2687,38.366667,9.316667,point,PRECIP,1986,01,09:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,Enchini,2687,38.366667,9.316667,point,PRECIP,1986,02,09:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,4.2,1.6,3.4,0,,,
152,Enchini,2687,38.366667,9.316667,point,PRECIP,1986,11,09:00,,,,,,,,,,,,,0,0,0,0,0.4,31.2,2.4,5.4,0,0,0,0,0,0,0,0,0.2,0.2,
153,Enchini,2687,38.366667,9.316667,point,PRECIP,1986,12,09:00,0.8,0,0,0,0,0,0,0,10.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,Enselale (Hidosokoke),,38.416667,8.933333,point,PRECIP,1986,01,09:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3
155,Enselale (Hidosokoke),,38.416667,8.933333,point,PRECIP,1986,02,09:00,0,0,0,0,0,2.9,0,0,2.6,0,0,0,0,0,0,0,0,2,0,0,0,0,36.2,0,11.6,1.5,6.2,0,,,
156,Enselale (Hidosokoke),,38.416667,8.933333,point,PRECIP,1986,03,09:00,0,14.9,6.9,0,0,0,0,0,0,0.2,0,0,0,0,0,1.5,0,0,7.5,6.1,0,0,0,0,0,0,0,0,0,0.9,0
157,Enselale (Hidosokoke),,38.416667,8.933333,point,PRECIP,1986,04,09:00,4.7,14.4,10,0,0,0,0,0,0,0,0,0.1,2.2,7.4,0,0,0,2.5,3.7,0,0,0,0,9.6,43.1,0,0,0,0,0,
158,Enselale (Hidosokoke),,38.416667,8.933333,point,PRECIP,1986,05,09:00,0,0,0,10.4,2.2,0,0,0,1.1,9.4,0,3.3,3.8,3.9,2,0,23.3,0,0,1.2,0.5,0,0,0,0,0,23,0,0,0,0
159,Enselale (Hidosokoke),,38.416667,8.933333,point,PRECIP,1986,06,09:00,8,3.3,0,0,0,0,3.9,0,24.6,0,5.1,0,2.5,2.5,0,3.1,5.8,26.2,5.4,16.9,0,3,0,0,4.3,3.5,24.5,12.1,0,0,
160,Enselale (Hidosokoke),,38.416667,8.933333,point,PRECIP,1986,07,09:00,7.6,2.4,2.8,0,3.2,22.8,2.2,5.4,0,30.6,0,1.9,1.4,0,0,0,14,0,11,9.6,0,3.9,4.4,4,5.9,16.6,0,4.2,15.7,0,6.2
161,Enselale (Hidosokoke),,38.416667,8.933333,point,PRECIP,1986,08,09:00,13.4,5.5,4.5,15.5,1.4,1.7,11.3,4.7,12.1,1,10.2,3.2,0,1.5,0,8.5,15.5,7.2,0,7.8,15.2,0,14.3,0,0,0,0,6.4,0,4.4,16.6
162,Enselale (Hidosokoke),,38.416667,8.933333,point,PRECIP,1986,09,09:00,5.2,5.3,0,0,19.3,11.2,0,1.5,2.4,0,0,4.8,0,2.9,7,1.9,0,0,0,0,0,14.3,0,0,0,0,0,0,0,0,
163,Enselale (Hidosokoke),,38.416667,8.933333,point,PRECIP,1986,10,09:00,0,0.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,0,0,0,0,0,0,0,0,0,0,0,0
164,Enselale (Hidosokoke),,38.416667,8.933333,point,PRECIP,1986,11,09:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
165,Enselale (Hidosokoke),,38.416667,8.933333,point,PRECIP,1986,12,09:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,Ginchi,2132,38.1333,9.01667,point,PRECIP,1986,01,09:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,Ginchi,2132,38.1333,9.01667,point,PRECIP,1986,02,09:00,0,0,10.2,0,3.5,0.5,0,0,0,0,0,0,0,0,11.1,0,0,22,0,0,0,17.2,1.9,1.4,17.3,2.2,0,11.1,,,
168,Ginchi,2132,38.1333,9.01667,point,PRECIP,1986,03,09:00,13.8,1.1,1.3,0,0,67.1,0,0,0,0,0,0,0,0,0,0,0,6.2,6.8,5.2,0,0,0,0,0,0,0,0,0.7,0.8,0
169,Ginchi,2132,38.1333,9.01667,point,PRECIP,1986,04,09:00,8,6.8,22.8,8.2,8.6,0,0,0,0,0,0,0,0,9.5,2.3,0,0,0,0.6,0,3.5,0,0,8.8,13.1,0,0,0,0,0,
170,Ginchi,2132,38.1333,9.01667,point,PRECIP,1986,05,09:00,0,0,0,11.2,50.9,11.5,0,1.2,1.8,6.2,1,8.5,6.2,9.5,4.5,2.6,2.2,0,0,0,1.7,0,0,0,0,0,21.5,1.2,0,0,0
171,Ginchi,2132,38.1333,9.01667,point,PRECIP,1986,06,09:00,0,34.2,0,0,0,16.4,0,16.2,2.9,19.1,23.3,1.5,19.4,1.9,7.4,9.2,16.1,4.8,6.1,25.2,0,28.5,0,3.9,1.4,5.9,19.2,4.5,2.8,0.3,
172,Ginchi,2132,38.1333,9.01667,point,PRECIP,1986,07,09:00,11.5,21.6,0,0,7.4,34.2,6.2,5.9,1.6,3.7,27.9,11.8,4.9,11.6,0,0,15.7,19.6,4.8,3.5,1.7,24.2,11.1,7.9,11.8,2.6,0.4,16.1,2.2,2.1,4
173,Ginchi,2132,38.1333,9.01667,point,PRECIP,1986,08,09:00,7.5,0,11.7,6.9,0.5,1.9,10.1,12,10,6.2,13.4,5.1,7.4,3.1,0.8,0,4.9,0,29.5,27.7,5.7,37.9,2.1,8.7,0,6.2,0,0,5.9,0,11.4
174,Ginchi,2132,38.1333,9.01667,point,PRECIP,1986,09,09:00,21.3,49.8,13.6,0,1.1,2.3,0,0,0.4,0,0.7,5.9,0.8,24.4,10.6,0,0,0,0,0,5.7,0,0,0,0,0,0,5.3,2,15.2,
175,Ginchi,2132,38.1333,9.01667,point,PRECIP,1986,10,09:00,15.2,8.7,34.1,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1,0,0,0,0,0,0,0,0,0
176,Ginchi,2132,38.1333,9.01667,point,PRECIP,1986,11,09:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
177,Ginchi,2132,38.1333,9.01667,point,PRECIP,1986,12,09:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,Guranda Meta,2187,38.5892,8.9072,point,PRECIP,1986,01,09:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,Guranda Meta,2187,38.5892,8.9072,point,PRECIP,1986,02,09:00,0,0,0,0,0,0,0,0,0,0,0,0,4.9,0,0,0,0.9,23.2,0,0,0,0,4.2,0,38.9,1.6,0,2.9,,,
180,Guranda Meta,2187,38.5892,8.9072,point,PRECIP,1986,03,09:00,3.3,0,8.7,0,0,0,0,0,0,0,0,0,0,0,0,6.2,0,20.2,0,0,0,0,0,0,0,0,0,0,0,5.3,0
181,Guranda Meta,2187,38.5892,8.9072,point,PRECIP,1986,04,09:00,9.5,3.2,0,0,5.6,11.2,2.5,0,0,0,5.2,3.9,25.4,0,7.1,0,0,18.2,8.1,0,12.1,0,0,8.7,3.5,0,0,17.2,0,0,
182,Guranda Meta,2187,38.5892,8.9072,point,PRECIP,1986,05,09:00,0,10.3,5.9,0,0,7.2,0,4,0,0,9.2,5.5,0,0.5,21.3,8.2,0,0,0,8.2,0.7,0,0,0,0,0,0,0,0,2.5,0
183,Guranda Meta,2187,38.5892,8.9072,point,PRECIP,1986,06,09:00,0,0,0,0,0,5.2,0,0.4,0,3.7,9.4,11.2,7.2,0,6.2,4.5,2.5,7.2,0,3.7,9.2,0,0.8,0,0,14.9,2.5,0.8,0,9.4,
184,Guranda Meta,2187,38.5892,8.9072,point,PRECIP,1986,07,09:00,3.5,0,0,0,0.8,0,0,0,0,0,0,0,0,2.1,0,0,0,0,0,4.3,11.2,3.5,0,0.8,11.9,5.6,0,0,2.4,0,7.3
185,Guranda Meta,2187,38.5892,8.9072,point,PRECIP,1986,08,09:00,3.5,11.2,0,0,7.9,3.9,0.5,16.2,21.5,4.7,11.6,0.7,0,0,6.5,2.8,0,12.3,8.2,0,0.9,9.3,4.5,0,0,9.2,6.5,7.3,0,21.4,0
186,Guranda Meta,2187,38.5892,8.9072,point,PRECIP,1986,09,09:00,1.5,0,9.4,2.5,0.9,0,11.4,6.3,0,0,0,3.5,0,0,0,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
187,Guranda Meta,2187,38.5892,8.9072,point,PRECIP,1986,10,09:00,2.5,0,0,0,0,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,Guranda Meta,2187,38.5892,8.9072,point,PRECIP,1986,11,09:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
189,Guranda Meta,2187,38.5892,8.9072,point,PRECIP,1986,12,09:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,Jeldu,2952,38.08333,9.25,point,PRECIP,1986,12,09:00,0,0,0,0,0,0,0,0,0,0,9.5,0,3,5,0,15,0.5,0,0.5,0.4,0,0,0,0,0,0,0,0,0,0,0
191,Kimoye,2150,38.33783,9.008,point,PRECIP,1986,01,09:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,Kimoye,2150,38.33783,9.008,point,PRECIP,1986,02,09:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,0,0,0,0,6.3,9.7,6.2,11,0,0,,,
193,Kimoye,2150,38.33783,9.008,point,PRECIP,1986,03,09:00,16.2,0,0,0,0,0,0,0,0,0,0,0,0,9.2,8.1,0.3,0,18.5,12.6,0,0,5.2,4.1,0.3,0.2,0,0,0,0,0,0
194,Kimoye,2150,38.33783,9.008,point,PRECIP,1986,04,09:00,8.7,3.9,13.7,6.2,0,0,0,0,0,0,0,0,0,24.5,6.5,0.5,0,10,0,0,0.1,0,0,19.9,0,0.5,0,0,0,0,
195,Kimoye,2150,38.33783,9.008,point,PRECIP,1986,06,09:00,0,0,4.5,3.2,0,0,0,2.5,0,1.5,0,0,0,4.5,9.4,0,0,0,8.5,16.1,9.5,5.4,0,0,1.4,16.5,7.4,0,6.3,19.1,
196,Kimoye,2150,38.33783,9.008,point,PRECIP,1986,07,09:00,0,2.5,6.4,0,0,6.1,9,3.3,6.5,7.1,0,42.3,6.1,0,0,3.4,9.1,18.5,12,4.5,3.1,1.5,7.2,4.5,1.2,6.5,0,8.4,3.5,6.2,0
197,Kimoye,2150,38.33783,9.008,point,PRECIP,1986,08,09:00,1.6,8.5,4.6,1.2,1.1,0,6.3,3.4,10.2,8.9,1.4,0,11.4,3.2,0,11.2,16.3,13.4,17,18.4,12.6,0,10.4,6.5,0,8.4,0,6.4,7,5.5,0
198,Kimoye,2150,38.33783,9.008,point,PRECIP,1986,09,09:00,3.2,12.4,2.5,0,0,1,7.5,4.2,0,0,8.4,2,2.3,7.5,0,6.2,0,0,0,0,0,2.5,0,0,0,0,0,1.2,0,0,
199,Kimoye,2150,38.33783,9.008,point,PRECIP,1986,10,09:00,1.4,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,0,0,0,0,0,0,0,0,0,0,0,0
200,Kimoye,2150,38.33783,9.008,point,PRECIP,1986,11,09:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
201,Kimoye,2150,38.33783,9.008,point,PRECIP,1986,12,09:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,Koka Dam,1618,39.1542,8.46933,point,PRECIP,1986,01,09:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,Koka Dam,1618,39.1542,8.46933,point,PRECIP,1986,02,09:00,0,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,,,
204,Koka Dam,1618,39.1542,8.46933,point,PRECIP,1986,03,09:00,0,4.3,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,0,0,0,0,0,0,0,0,0,0,0
205,Koka Dam,1618,39.1542,8.46933,point,PRECIP,1986,04,09:00,0,0,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
206,Koka Dam,1618,39.1542,8.46933,point,PRECIP,1986,05,09:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,2.2,0,0,0,0,0,0,0,0,0,0,0,0
207,Koka Dam,1618,39.1542,8.46933,point,PRECIP,1986,06,09:00,2.2,0,0,0,0,0,0,0,0,0,0,0,0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,
208,Koka Dam,1618,39.1542,8.46933,point,PRECIP,1986,07,09:00,0,3.2,0,0,0,0,15,0,2.3,0,0,0,0,0,0,0,0,0,0,4.6,0,0,5.3,0,0,20,22.4,0,0,0,0
209,Koka Dam,1618,39.1542,8.46933,point,PRECIP,1986,08,09:00,0,0,0,0,0,0,4.2,0,0,0,0,3.2,3,0,0,2.7,3,0,0,4.2,0,0,0,0,0,0,0,0,4.3,0,0
210,Koka Dam,1618,39.1542,8.46933,point,PRECIP,1986,09,09:00,0,0,0,0,4.2,2.3,0,0,0,0,0,0,0,0,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
211,Koka Dam,1618,39.1542,8.46933,point,PRECIP,1986,10,09:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,Koka Dam,1618,39.1542,8.46933,point,PRECIP,1986,11,09:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
213,Koka Dam,1618,39.1542,8.46933,point,PRECIP,1986,12,09:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,Meki,1662,38.817,8.151,point,PRECIP,1986,01,09:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,Meki,1662,38.817,8.151,point,PRECIP,1986,02,09:00,5.7,37.5,1.2,0,0,0,0,0,0,0,0,0,0,0,61.1,0.7,0,28.1,0,0,0,0,4.8,0,0,11.3,12,5.2,,,
216,Meki,1662,38.817,8.151,point,PRECIP,1986,03,09:00,0,0,10.7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,2.3,0,0,0,0,0,0,0,0,0
217,Meki,1662,38.817,8.151,point,PRECIP,1986,04,09:00,2.2,0,7.6,0,0,3.8,3.3,0,0,22,1,0,0,0,0,0,0,2.8,0,0,0,4.8,0,0,10.7,0,0,0,0,0,
218,Meki,1662,38.817,8.151,point,PRECIP,1986,05,09:00,0,0,0,0,1.4,2.1,0,0,0,0,0,1.2,0,10.6,0,0,13.3,23.8,42.5,0,0,0,0,0,0,0,6.1,0,0,0,0
219,Meki,1662,38.817,8.151,point,PRECIP,1986,06,09:00,17.2,2,0,0,0,0,0,0,0,15.8,0,3.7,0,3.4,0,18.8,9.6,0,50.9,0,0,16.9,0,0,4.1,0,4,0,0,11.5,
220,Meki,1662,38.817,8.151,point,PRECIP,1986,07,09:00,0,12.3,0,0,7.3,0,0,0,4,0,0,0,0,136.2,0,0,0,0,7.8,4.9,1.4,0,0,7.9,0,7.2,7.7,0,14.5,0,0
221,Meki,1662,38.817,8.151,point,PRECIP,1986,08,09:00,0,0,8.2,0,0,0,0,9.5,1.4,1.6,0,7.4,0,0,0,0,0,1.5,0,18.7,0,0,0,0,0,2.1,0,10,6.7,0,0
222,Meki,1662,38.817,8.151,point,PRECIP,1986,09,09:00,0,0,2.1,10.6,1.4,11.7,2,6.3,0,0,0,6.8,12.9,2.6,29,0,0,0,3.3,11.8,0,0,0,0,0,0,5.2,0,0,0,
223,Meki,1662,38.817,8.151,point,PRECIP,1986,10,09:00,2.3,0,30.6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6,0,0,0,0,0,0,0,0,0
224,Meki,1662,38.817,8.151,point,PRECIP,1986,11,09:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
225,Meki,1662,38.817,8.151,point,PRECIP,1986,12,09:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,Melkasa (IAR),1540,39.316667,8.4,point,PRECIP,1986,01,09:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,Melkasa (IAR),1540,39.316667,8.4,point,PRECIP,1986,02,09:00,0,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,2.6,38.1,0,0,0,0,1.5,0.9,0,4.2,0,0,,,
228,Melkasa (IAR),1540,39.316667,8.4,point,PRECIP,1986,03,09:00,0,5.4,35.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.7,0,2.9,0,1.6,4.4,0,0,0,0,0,0,0,0
229,Melkasa (IAR),1540,39.316667,8.4,point,PRECIP,1986,04,09:00,10.4,1.1,0.9,0.9,2.1,0,1.2,0.9,1.8,21.9,0,0,0.9,0,0,0,0,0.9,1.8,0,2,0,0,0,0.9,0.9,0.9,6.6,0,0,
230,Melkasa (IAR),1540,39.316667,8.4,point,PRECIP,1986,05,09:00,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4.2,9.2,7.2,0,0,0,0,0,0,0,0,0,0,0,0
231,Melkasa (IAR),1540,39.316667,8.4,point,PRECIP,1986,06,09:00,0.9,2.3,0,0,12,0.9,0,0,0,16.8,0,0,0.9,0.9,0,0,0,2,0.9,0,0,5.2,0,0,24.8,0,15.2,1,2.5,20.2,
232,Melkasa (IAR),1540,39.316667,8.4,point,PRECIP,1986,07,09:00,0,17.4,2.5,0.9,35.2,4.8,2.2,4.4,0,1.8,0,0,0.9,0,3.3,0,0,0,9.8,16,0.9,0,2.4,36,0,5,4.2,0,0.9,0,0
233,Melkasa (IAR),1540,39.316667,8.4,point,PRECIP,1986,08,09:00,0,0,10.4,0,0,0,0,39.8,0,0,0,15,0,0,0,0,0,4.7,0,0,0,1.4,0,1.4,0,1.2,0,8,0,0.9,7.2
234,Melkasa (IAR),1540,39.316667,8.4,point,PRECIP,1986,09,09:00,0,0.9,6.2,0,0,0,1.8,20.2,3.4,0,0,0,0,8,25,1,0,0,2.4,0.9,7.2,0.9,0,0,0,0,0,0,0,0,
235,Melkasa (IAR),1540,39.316667,8.4,point,PRECIP,1986,10,09:00,0,0.9,1.4,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,Melkasa (IAR),1540,39.316667,8.4,point,PRECIP,1986,11,09:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
237,Melkasa (IAR),1540,39.316667,8.4,point,PRECIP,1986,12,09:00,0,0,0,0,0,0,0.9,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,Mojo,1763,39.108167,8.60533,point,PRECIP,1986,01,09:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
